# ----------------------------------------
# 1 Master View
# User Explorer
# 20160801-20170801
# ----------------------------------------

Client Id,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate
185101902.1489200501,2,00:05:02,0.00%,$234.16,2,200.00%
186056340.1480613890,4,00:02:12,50.00%,$234.16,2,250.00%
192037718.1495498045,2,00:09:15,0.00%,$234.16,2,300.00%
193450153.1498358691,2,00:04:05,0.00%,$234.16,2,400.00%
193697825.1499696090,4,00:22:18,0.00%,$234.16,2,300.00%
19465925.1482127274,4,00:04:39,0.00%,$234.16,2,200.00%
194667763.1488224127,6,00:02:56,0.00%,$234.16,2,100.00%
195918064.1479788457,6,00:03:27,0.00%,$234.16,2,133.33%
197004351.1492206120,2,00:07:12,0.00%,$234.16,2,300.00%
19788888.1477242218,6,00:03:34,0.00%,$234.16,2,166.67%
198219652.1493242914,6,00:11:09,0.00%,$234.16,2,166.67%
199236327.1487370338,6,00:04:34,0.00%,$234.16,2,133.33%
19981960.1487403449,4,00:05:57,0.00%,$234.16,2,200.00%
200061895.1501274699,4,00:03:49,0.00%,$234.16,2,150.00%
201503701.1485475684,4,00:02:26,0.00%,$234.16,2,150.00%
201866172.1478660780,18,00:01:17,11.11%,$234.16,2,66.67%
202318612.1498865427,4,00:12:54,50.00%,$234.16,2,250.00%
202726121.1484092870,10,00:04:21,20.00%,$234.16,2,80.00%
202812476.1488230858,6,00:02:46,33.33%,$234.16,2,133.33%
204132344.1483594918,4,00:06:47,0.00%,$234.16,2,200.00%
208457178.1480264267,6,00:05:33,33.33%,$234.16,2,166.67%
208722993.1486414382,4,00:07:37,0.00%,$234.16,2,150.00%
210554076.1493314283,2,00:13:35,0.00%,$234.16,2,400.00%
212909204.1476827162,16,00:02:37,0.00%,$234.16,2,75.00%
215981066.1479949839,2,00:36:43,0.00%,$234.16,2,500.00%
216431482.1489978186,2,00:04:24,0.00%,$234.16,2,400.00%
217915725.1497192232,2,00:05:36,0.00%,$234.16,2,400.00%
219714438.1496180388,4,00:02:54,0.00%,$234.16,2,100.00%
220424139.1496262686,2,00:06:04,0.00%,$234.16,2,300.00%
220738155.1483059463,4,00:05:58,0.00%,$234.16,2,200.00%
222206703.1501016343,4,00:06:13,0.00%,$234.16,2,150.00%
224975569.1485308750,6,00:09:37,0.00%,$234.16,2,100.00%
225540794.1483637812,2,00:03:16,0.00%,$234.16,2,300.00%
225900763.1486587467,8,00:05:50,0.00%,$234.16,2,100.00%
226051395.1481435228,8,00:01:30,25.00%,$234.16,2,100.00%
22683532.1480289420,6,00:01:47,0.00%,$234.16,2,133.33%
227342548.1498344365,2,00:05:21,0.00%,$234.16,2,400.00%
227731142.1483491795,4,00:04:57,0.00%,$234.16,2,200.00%
227855376.1496924519,2,00:11:48,0.00%,$234.16,2,300.00%
230328245.1495074711,4,00:03:06,0.00%,$234.16,2,200.00%
230729859.1500351015,4,00:20:57,0.00%,$234.16,2,300.00%
231187170.1482276211,12,00:05:12,50.00%,$234.16,2,66.67%
231359416.1487721428,2,00:05:37,0.00%,$234.16,2,300.00%
231642469.1492039528,6,00:08:24,0.00%,$234.16,2,100.00%
231907033.1487037978,4,00:02:38,50.00%,$234.16,2,150.00%
232119470.1482115574,4,00:13:57,0.00%,$234.16,2,250.00%
232737679.1486673714,2,00:14:05,0.00%,$234.16,2,400.00%
234736617.1488230337,2,00:03:40,0.00%,$234.16,2,200.00%
236937790.1500436376,2,00:04:53,0.00%,$234.16,2,300.00%
237034010.1492013353,14,00:01:59,14.29%,$234.16,2,57.14%
238087227.1482075850,10,00:03:50,20.00%,$234.16,2,100.00%
239554225.1478104974,2,00:04:44,0.00%,$234.16,2,400.00%
239595454.1486414373,2,00:14:27,0.00%,$234.16,2,300.00%
240273372.1477861030,4,00:11:07,0.00%,$234.16,2,400.00%
240311021.1484011676,2,00:09:40,0.00%,$234.16,2,400.00%
240603390.1481149253,4,00:04:48,0.00%,$234.16,2,300.00%
240647539.1500765041,2,00:14:41,0.00%,$234.16,2,400.00%
241866589.1482447697,10,00:05:06,0.00%,$234.16,2,100.00%
243633198.1480116209,16,00:01:46,12.50%,$234.16,2,50.00%
243922012.1489082003,6,00:07:24,0.00%,$234.16,2,100.00%
244479745.1485790157,2,00:04:05,0.00%,$234.16,2,300.00%
24644694.1491880324,8,00:04:17,0.00%,$234.16,2,100.00%
246619959.1479586351,8,00:02:39,25.00%,$234.16,2,125.00%
247037211.1481603341,12,00:03:29,16.67%,$234.16,2,150.00%
247430600.1479396354,16,00:03:04,25.00%,$234.16,2,125.00%
247668299.1492356830,2,00:11:13,0.00%,$234.16,2,400.00%
248417491.1481091386,2,00:28:39,0.00%,$234.16,2,400.00%
249910504.1487374888,8,00:03:04,0.00%,$234.16,2,100.00%
251084625.1480294235,2,00:08:49,0.00%,$234.16,2,500.00%
251297610.1482965208,8,00:04:56,0.00%,$234.16,2,125.00%
253864823.1498355498,2,00:16:00,0.00%,$234.16,2,400.00%
254170736.1500515177,2,00:05:45,0.00%,$234.16,2,300.00%
254566010.1500937699,2,00:32:38,0.00%,$234.16,2,300.00%
255362359.1484947181,2,00:14:21,0.00%,$234.16,2,400.00%
255943351.1484948705,2,00:03:15,0.00%,$234.16,2,300.00%
257297390.1480536575,4,00:03:40,0.00%,$234.16,2,200.00%
259795528.1488693449,18,00:02:55,22.22%,$234.16,2,44.44%
261441770.1484378141,6,00:07:10,0.00%,$234.16,2,133.33%
263795517.1488858664,2,00:18:54,0.00%,$234.16,2,300.00%
265255010.1495577314,2,00:07:22,0.00%,$234.16,2,300.00%
267097611.1481837871,6,00:02:07,33.33%,$234.16,2,133.33%
267222307.1500785811,4,00:14:04,0.00%,$234.16,2,200.00%
269536695.1480462464,20,00:02:44,30.00%,$234.16,2,30.00%
269787363.1489943685,2,00:07:13,0.00%,$234.16,2,400.00%
270490328.1481930377,4,00:04:10,0.00%,$234.16,2,200.00%
272811580.1501191376,4,00:08:44,0.00%,$234.16,2,250.00%
27321603.1480218136,2,00:03:57,0.00%,$234.16,2,200.00%
275690921.1501017020,2,00:12:26,0.00%,$234.16,2,400.00%
27637727.1497563944,2,00:23:24,0.00%,$234.16,2,400.00%
276397383.1486150058,8,00:02:13,0.00%,$234.16,2,100.00%
277078440.1484617625,2,00:06:36,0.00%,$234.16,2,400.00%
277081749.1497462079,6,00:03:48,0.00%,$234.16,2,133.33%
277142782.1490755765,2,00:13:36,0.00%,$234.16,2,300.00%
277556085.1478726328,6,00:09:24,0.00%,$234.16,2,300.00%
278113724.1492709994,4,00:11:41,0.00%,$234.16,2,150.00%
280309592.1486165959,4,00:05:52,0.00%,$234.16,2,250.00%
280321559.1483590078,8,00:06:16,0.00%,$234.16,2,100.00%
281303364.1498598539,4,00:16:44,0.00%,$234.16,2,200.00%
282151098.1492133890,2,00:22:45,0.00%,$234.16,2,400.00%
282771018.1482607040,8,00:02:35,25.00%,$234.16,2,100.00%
283597039.1483562524,8,00:07:15,0.00%,$234.16,2,75.00%
287995874.1493746458,14,00:08:59,14.29%,$234.16,2,128.57%
288623797.1478908288,2,00:15:17,0.00%,$234.16,2,500.00%
290439414.1479232120,6,00:09:32,0.00%,$234.16,2,133.33%
290820629.1499568638,2,00:09:34,0.00%,$234.16,2,400.00%
291472361.1491496264,4,00:07:14,0.00%,$234.16,2,150.00%
29174753.1477540042,8,00:04:05,25.00%,$234.16,2,175.00%
293057723.1487020434,2,00:20:33,0.00%,$234.16,2,400.00%
294356794.1483145704,4,00:07:24,0.00%,$234.16,2,200.00%
294445225.1484867499,4,00:07:16,0.00%,$234.16,2,150.00%
295186201.1482170442,16,00:07:43,12.50%,$234.16,2,87.50%
295372246.1486366455,8,00:02:18,0.00%,$234.16,2,100.00%
296007310.1500273768,6,00:04:53,0.00%,$234.16,2,133.33%
296032607.1481007683,6,00:01:52,0.00%,$234.16,2,133.33%
296530087.1488421592,2,00:07:23,0.00%,$234.16,2,400.00%
298909513.1492574945,4,00:03:33,0.00%,$234.16,2,100.00%
300253974.1490369673,8,00:02:22,50.00%,$234.16,2,100.00%
300573241.1495678866,6,00:07:13,0.00%,$234.16,2,100.00%
300649488.1480787578,2,00:06:48,0.00%,$234.16,2,500.00%
302339102.1486142187,4,00:02:06,50.00%,$234.16,2,150.00%
304094554.1482848770,2,00:05:11,0.00%,$234.16,2,400.00%
304729455.1477544169,4,00:18:32,0.00%,$234.16,2,350.00%
30548935.1489867162,2,00:07:47,0.00%,$234.16,2,300.00%
306036705.1496370948,4,00:04:56,0.00%,$234.16,2,200.00%
306119102.1478290145,12,00:02:14,33.33%,$234.16,2,100.00%
30865125.1478276444,6,00:16:22,0.00%,$234.16,2,233.33%
308742461.1477768091,4,00:06:54,0.00%,$234.16,2,250.00%
309607938.1476560600,8,00:02:37,0.00%,$234.16,2,100.00%
309888526.1452688867,8,00:04:49,0.00%,$234.16,2,125.00%
312291810.1483649873,14,00:04:26,14.29%,$234.16,2,114.29%
313895989.1477779642,14,00:01:38,42.86%,$234.16,2,57.14%
315245834.1487267893,4,00:08:41,0.00%,$234.16,2,250.00%
31701674.1485458841,6,00:02:12,33.33%,$234.16,2,133.33%
31759313.1478536167,6,00:03:08,0.00%,$234.16,2,200.00%
321956689.1480443963,18,00:01:42,33.33%,$234.16,2,44.44%
323534019.1484675872,8,00:04:35,0.00%,$234.16,2,175.00%
323668748.1482706052,10,00:02:12,60.00%,$234.16,2,80.00%
324655924.1493260194,10,00:02:06,40.00%,$234.16,2,80.00%
325630933.1480135495,2,00:10:31,0.00%,$234.16,2,500.00%
327031226.1500229670,4,00:05:34,0.00%,$234.16,2,200.00%
327866585.1499293239,2,00:06:12,0.00%,$234.16,2,400.00%
32857672.1483589610,6,00:02:52,0.00%,$234.16,2,133.33%
328814815.1494701565,2,00:07:35,0.00%,$234.16,2,300.00%
330145067.1491856215,2,00:14:11,0.00%,$234.16,2,300.00%
330446633.1486153723,10,00:00:53,20.00%,$234.16,2,60.00%
330731018.1480450431,6,00:04:05,0.00%,$234.16,2,200.00%
33131670.1488294789,2,00:21:05,0.00%,$234.16,2,300.00%
33395982.1488347327,2,00:05:30,0.00%,$234.16,2,400.00%
337182765.1477696779,14,00:10:18,0.00%,$234.16,2,85.71%
338016812.1501535897,2,00:07:24,0.00%,$234.16,2,400.00%
341332476.1491198704,2,00:06:23,0.00%,$234.16,2,400.00%
342804094.1495556509,6,00:09:50,0.00%,$234.16,2,133.33%
343614689.1482251797,14,00:02:20,0.00%,$234.16,2,57.14%
343745403.1480738744,2,00:23:42,0.00%,$234.16,2,500.00%
345077888.1495823666,6,00:09:27,0.00%,$234.16,2,200.00%
345163315.1479408620,12,00:02:33,16.67%,$234.16,2,83.33%
345276592.1478816054,2,00:03:31,0.00%,$234.16,2,400.00%
347695218.1491245405,6,00:18:42,0.00%,$234.16,2,100.00%
350778818.1483464969,4,00:01:50,0.00%,$234.16,2,200.00%
35094081.1489604676,4,00:06:29,0.00%,$234.16,2,250.00%
35364308.1499706786,10,00:02:47,20.00%,$234.16,2,80.00%
355650983.1484712547,2,00:07:24,0.00%,$234.16,2,400.00%
356801445.1486675834,6,00:04:37,0.00%,$234.16,2,166.67%
358070964.1481034684,10,00:03:01,0.00%,$234.16,2,80.00%
358662661.1478491148,2,00:07:47,0.00%,$234.16,2,500.00%
358800095.1497130848,2,00:03:32,0.00%,$234.16,2,300.00%
3609239.1481656890,8,00:02:49,0.00%,$234.16,2,125.00%
364916592.1499314995,8,00:07:27,0.00%,$234.16,2,100.00%
366706019.1485530263,2,00:03:55,0.00%,$234.16,2,300.00%
368690008.1486837073,4,00:03:34,0.00%,$234.16,2,150.00%
369119665.1478883997,4,00:03:09,0.00%,$234.16,2,200.00%
369401958.1479663387,24,00:03:36,8.33%,$234.16,2,66.67%
369915146.1480450259,10,00:01:33,0.00%,$234.16,2,80.00%
37255807.1493944734,6,00:03:19,66.67%,$234.16,2,100.00%
373539175.1464121869,16,00:04:58,0.00%,$234.16,2,87.50%
374142488.1496153845,4,00:03:50,0.00%,$234.16,2,150.00%
38165912.1478042129,8,00:02:23,25.00%,$234.16,2,150.00%
382845248.1479338625,4,00:06:41,0.00%,$234.16,2,250.00%
383733556.1495234931,8,00:11:34,0.00%,$234.16,2,125.00%
385821538.1498237106,4,00:16:15,0.00%,$234.16,2,200.00%
386893267.1501633125,2,00:19:27,0.00%,$234.16,2,400.00%
387950264.1479226516,2,00:03:43,0.00%,$234.16,2,300.00%
388157816.1495407458,2,00:06:25,0.00%,$234.16,2,300.00%
389542448.1499187749,8,00:02:10,25.00%,$234.16,2,50.00%
390017662.1494028206,2,00:07:21,0.00%,$234.16,2,300.00%
391389976.1481054913,4,00:07:44,0.00%,$234.16,2,250.00%
393067327.1497289291,2,00:03:32,0.00%,$234.16,2,300.00%
393683318.1479636412,4,00:12:09,0.00%,$234.16,2,250.00%
394837165.1480370447,14,00:02:11,14.29%,$234.16,2,71.43%
396791460.1480711858,8,00:05:52,0.00%,$234.16,2,125.00%
396888435.1497049983,6,00:08:45,0.00%,$234.16,2,100.00%
397584507.1478374358,4,00:08:46,50.00%,$234.16,2,250.00%
402237806.1499064144,4,00:05:11,0.00%,$234.16,2,150.00%
402464994.1477002699,10,00:06:57,0.00%,$234.16,2,140.00%
402795392.1478550260,8,00:17:06,0.00%,$234.16,2,175.00%
40450116.1479407060,2,00:03:41,0.00%,$234.16,2,400.00%
404563238.1496790536,2,00:06:56,0.00%,$234.16,2,400.00%
410310849.1494989699,2,00:06:17,0.00%,$234.16,2,400.00%
411338098.1481136238,2,00:04:19,0.00%,$234.16,2,400.00%
411550831.1477972998,12,00:02:43,33.33%,$234.16,2,66.67%
412933763.1496683868,4,00:16:22,0.00%,$234.16,2,150.00%
415359155.1486246011,6,00:02:37,0.00%,$234.16,2,166.67%
415406486.1499657000,4,00:01:59,0.00%,$234.16,2,200.00%
415412358.1486590396,2,00:11:11,0.00%,$234.16,2,400.00%
415540186.1486623934,2,00:05:18,0.00%,$234.16,2,300.00%
415813876.1480284728,2,00:23:31,0.00%,$234.16,2,400.00%
416794979.1480017801,4,00:14:32,50.00%,$234.16,2,250.00%
417940890.1480441280,2,00:10:22,0.00%,$234.16,2,500.00%
418057832.1485403815,8,00:04:53,25.00%,$234.16,2,100.00%
423063844.1486574500,2,00:04:15,0.00%,$234.16,2,400.00%
424202901.1486166231,2,00:09:10,0.00%,$234.16,2,300.00%
425507371.1497539749,2,00:06:51,0.00%,$234.16,2,300.00%
425892477.1478971440,6,00:03:54,0.00%,$234.16,2,166.67%
4259242.1487644402,6,00:03:07,0.00%,$234.16,2,166.67%
426841727.1478206695,8,00:07:57,25.00%,$234.16,2,150.00%
427035729.1495589979,22,00:07:08,0.00%,$234.16,2,45.45%
428896379.1478896108,10,00:09:37,0.00%,$234.16,2,100.00%
429881625.1481088657,16,00:01:02,87.50%,$234.16,2,50.00%
429984761.1486850860,2,00:12:59,0.00%,$234.16,2,400.00%
430320065.1468276008,4,00:06:51,50.00%,$234.16,2,200.00%
432470249.1480029932,6,00:04:43,0.00%,$234.16,2,166.67%
432865797.1479599774,2,00:23:35,0.00%,$234.16,2,500.00%
433285435.1496329740,4,00:04:07,0.00%,$234.16,2,150.00%
433485226.1480381522,12,00:12:31,16.67%,$234.16,2,150.00%
433569880.1480921367,8,00:01:30,0.00%,$234.16,2,50.00%
434660963.1493835400,4,00:11:25,0.00%,$234.16,2,150.00%
43529899.1496511790,2,00:20:18,0.00%,$234.16,2,400.00%
43970993.1500439723,8,00:09:34,25.00%,$234.16,2,100.00%
439776921.1485194201,16,00:04:29,37.50%,$234.16,2,62.50%
440015982.1434408146,6,00:03:07,66.67%,$234.16,2,133.33%
442268618.1495661389,2,00:03:43,0.00%,$234.16,2,300.00%
443917968.1487723746,4,00:02:55,0.00%,$234.16,2,200.00%
444500547.1481247098,8,00:05:29,50.00%,$234.16,2,125.00%
444626443.1482087463,8,00:06:43,50.00%,$234.16,2,125.00%
447864918.1493843482,12,00:05:59,16.67%,$234.16,2,83.33%
447917663.1478550872,4,00:15:48,0.00%,$234.16,2,200.00%
452362189.1493668270,6,00:04:05,0.00%,$234.16,2,100.00%
453839073.1475703906,16,00:05:08,12.50%,$234.16,2,87.50%
457179877.1478532360,4,00:02:38,0.00%,$234.16,2,200.00%
457288902.1478061343,4,00:04:35,0.00%,$234.16,2,200.00%
461637269.1490765942,6,00:03:35,0.00%,$234.16,2,133.33%
462568600.1433096996,20,00:01:20,20.00%,$234.16,2,40.00%
4647687.1492110807,20,00:05:35,50.00%,$234.16,2,30.00%
465374870.1480910054,4,00:10:14,50.00%,$234.16,2,250.00%
465737220.1480714456,16,00:02:02,37.50%,$234.16,2,62.50%
465904005.1491194918,4,00:08:09,0.00%,$234.16,2,150.00%
466148237.1484161869,2,00:42:36,0.00%,$234.16,2,400.00%
466399187.1499879557,4,00:01:18,0.00%,$234.16,2,150.00%
467225.1479601874,4,00:05:20,0.00%,$234.16,2,300.00%
467446729.1486773877,2,00:05:53,0.00%,$234.16,2,400.00%
470739341.1479234072,20,00:12:58,0.00%,$234.16,2,110.00%
471601693.1484501248,4,00:04:14,0.00%,$234.16,2,200.00%
473040079.1496180418,4,00:03:48,0.00%,$234.16,2,150.00%
475031093.1490799924,6,00:03:10,0.00%,$234.16,2,100.00%
476194504.1492095146,4,00:01:50,50.00%,$234.16,2,150.00%
476504809.1483722017,2,00:23:06,0.00%,$234.16,2,400.00%
477906614.1486436400,2,00:09:03,0.00%,$234.16,2,400.00%
478465820.1488504405,2,00:04:28,0.00%,$234.16,2,300.00%
479355656.1480306835,12,00:03:39,0.00%,$234.16,2,100.00%
4797887.1467079711,4,00:06:26,0.00%,$234.16,2,250.00%
47996582.1477492798,14,00:03:50,0.00%,$234.16,2,85.71%
482052365.1480807808,4,00:04:13,0.00%,$234.16,2,150.00%
482197663.1478388495,2,00:06:32,0.00%,$234.16,2,500.00%
482564534.1481555337,4,00:28:27,0.00%,$234.16,2,150.00%
483405406.1478033002,8,00:03:31,0.00%,$234.16,2,100.00%
483835108.1491702472,2,00:04:30,0.00%,$234.16,2,300.00%
485413363.1449865001,2,00:04:14,0.00%,$234.16,2,400.00%
487407736.1478026636,2,00:10:39,0.00%,$234.16,2,500.00%
487666826.1481606371,10,00:01:16,0.00%,$234.16,2,60.00%
488773834.1492018765,2,00:05:59,0.00%,$234.16,2,400.00%
488774732.1480703417,4,00:02:39,0.00%,$234.16,2,200.00%
489375147.1480179284,4,00:03:50,0.00%,$234.16,2,200.00%
489686169.1483849596,22,00:01:33,27.27%,$234.16,2,63.64%
489997505.1485752051,6,00:08:52,0.00%,$234.16,2,133.33%
490516782.1496609809,2,00:32:29,0.00%,$234.16,2,300.00%
491052436.1500010539,2,00:30:46,0.00%,$234.16,2,400.00%
491964071.1448997873,2,00:05:39,0.00%,$234.16,2,400.00%
492805541.1482314555,2,00:09:22,0.00%,$234.16,2,400.00%
494068489.1480553628,2,00:10:59,0.00%,$234.16,2,500.00%
494479962.1490621815,2,00:03:52,0.00%,$234.16,2,200.00%
495828430.1488837676,4,00:03:49,50.00%,$234.16,2,200.00%
496432037.1489593936,6,00:09:36,0.00%,$234.16,2,100.00%
499059789.1480698984,4,00:08:39,0.00%,$234.16,2,250.00%
500959867.1490106585,2,00:03:46,0.00%,$234.16,2,300.00%
501504733.1478451141,6,00:11:02,0.00%,$234.16,2,166.67%
504058141.1489366808,2,00:10:04,0.00%,$234.16,2,400.00%
50682141.1483857290,4,00:04:04,0.00%,$234.16,2,200.00%
506853232.1496815007,6,00:01:55,0.00%,$234.16,2,133.33%
507416610.1484788403,2,00:13:58,0.00%,$234.16,2,400.00%
508347320.1485819223,6,00:04:20,0.00%,$234.16,2,100.00%
508449456.1488584362,10,00:02:28,20.00%,$234.16,2,60.00%
508591973.1499438360,6,00:03:12,0.00%,$234.16,2,133.33%
512704825.1491090490,4,00:01:50,0.00%,$234.16,2,150.00%
513240635.1497828476,4,00:03:46,0.00%,$234.16,2,150.00%
514381791.1491757671,6,00:01:58,33.33%,$234.16,2,133.33%
515986590.1493703454,2,00:18:51,0.00%,$234.16,2,300.00%
519029010.1482877804,12,00:06:09,16.67%,$234.16,2,50.00%
522063754.1499993012,4,00:22:35,0.00%,$234.16,2,300.00%
522625194.1496951536,20,00:00:47,70.00%,$234.16,2,40.00%
523104245.1481399843,2,00:07:34,0.00%,$234.16,2,400.00%
525047446.1466099965,6,00:03:01,0.00%,$234.16,2,100.00%
526047546.1500855476,2,00:03:54,0.00%,$234.16,2,300.00%
526968462.1484372583,6,00:04:26,0.00%,$234.16,2,133.33%
527340479.1480967444,16,00:02:30,0.00%,$234.16,2,100.00%
528632726.1484863420,6,00:07:09,0.00%,$234.16,2,100.00%
528687159.1482271030,6,00:13:01,0.00%,$234.16,2,133.33%
530122143.1489092890,8,00:03:20,0.00%,$234.16,2,125.00%
533179841.1487734096,2,00:10:46,0.00%,$234.16,2,300.00%
533423545.1499834445,4,00:05:36,0.00%,$234.16,2,200.00%
533439328.1500757074,2,00:03:59,0.00%,$234.16,2,300.00%
537181238.1489596768,6,00:05:37,33.33%,$234.16,2,100.00%
538102935.1480790985,2,00:08:46,0.00%,$234.16,2,500.00%
53899916.1498495452,6,00:03:08,0.00%,$234.16,2,200.00%
539777600.1492466256,6,00:04:29,33.33%,$234.16,2,166.67%
541422911.1488130393,2,00:11:20,0.00%,$234.16,2,300.00%
541841944.1484937954,2,00:13:10,0.00%,$234.16,2,300.00%
544924789.1494865496,2,00:04:30,0.00%,$234.16,2,400.00%
